"CountryArea","Year","Item","Value"
"Sri Lanka","1976","Final consumption expenditure","3219652126.24243"
"Sri Lanka","1976","Household consumption expenditure (including Non-profit institutions serving households)","2871982130.95966"
"Sri Lanka","1976","General government final consumption expenditure","347669995.282774"
"Sri Lanka","1976","Gross capital formation","619475298.331889"
"Sri Lanka","1976","Gross fixed capital formation (including Acquisitions less disposals of valuables)","537822570.077628"
"Sri Lanka","1976","Changes in inventories","81652728.2542616"
"Sri Lanka","1976","Exports of goods and services","1042914883.61341"
"Sri Lanka","1976","Imports of goods and services","1126723728.13039"
"Sri Lanka","1976","Gross Domestic Product (GDP)","3749053031.07901"
"Sri Lanka","1975","Final consumption expenditure","3605038212.34522"
"Sri Lanka","1975","Household consumption expenditure (including Non-profit institutions serving households)","3220189367.06042"
"Sri Lanka","1975","General government final consumption expenditure","384848845.284806"
"Sri Lanka","1975","Gross capital formation","632836564.131889"
"Sri Lanka","1975","Gross fixed capital formation (including Acquisitions less disposals of valuables)","510672777.848014"
"Sri Lanka","1975","Changes in inventories","122163786.283876"
"Sri Lanka","1975","Exports of goods and services","1042646814.12496"
"Sri Lanka","1975","Imports of goods and services","1325928216.53915"
"Sri Lanka","1975","Gross Domestic Product (GDP)","3940570761.40246"
"Sri Lanka","1974","Final consumption expenditure","3578141311.21725"
"Sri Lanka","1974","Household consumption expenditure (including Non-profit institutions serving households)","3169946746.63308"
"Sri Lanka","1974","General government final consumption expenditure","408194564.584174"
"Sri Lanka","1974","Gross capital formation","510598689.998962"
"Sri Lanka","1974","Gross fixed capital formation (including Acquisitions less disposals of valuables)","452739088.591924"
"Sri Lanka","1974","Changes in inventories","57859601.4070382"
"Sri Lanka","1974","Exports of goods and services","944705484.485916"
"Sri Lanka","1974","Imports of goods and services","1211592677.69975"
"Sri Lanka","1974","Gross Domestic Product (GDP)","3808754874.83498"
"Sri Lanka","1973","Final consumption expenditure","2711347891.09119"
"Sri Lanka","1973","Household consumption expenditure (including Non-profit institutions serving households)","2341992170.61179"
"Sri Lanka","1973","General government final consumption expenditure","369355720.4794"
"Sri Lanka","1973","Gross capital formation","385585426.846636"
"Sri Lanka","1973","Gross fixed capital formation (including Acquisitions less disposals of valuables)","433378685.737349"
"Sri Lanka","1973","Changes in inventories","-47793258.7345245"
"Sri Lanka","1973","Exports of goods and services","699882858.367807"
"Sri Lanka","1973","Imports of goods and services","734713002.848061"
"Sri Lanka","1973","Gross Domestic Product (GDP)","3060287251.39559"
"Sri Lanka","1972","Final consumption expenditure","2377913043.23053"
"Sri Lanka","1972","Household consumption expenditure (including Non-profit institutions serving households)","2064814100.06627"
"Sri Lanka","1972","General government final consumption expenditure","313098943.164265"
"Sri Lanka","1972","Gross capital formation","476103685.852766"
"Sri Lanka","1972","Gross fixed capital formation (including Acquisitions less disposals of valuables)","419761952.448503"
"Sri Lanka","1972","Changes in inventories","56341733.2367679"
"Sri Lanka","1972","Exports of goods and services","570153962.729984"
"Sri Lanka","1972","Imports of goods and services","610352832.017644"
"Sri Lanka","1972","Gross Domestic Product (GDP)","2812330496.77463"
"Sri Lanka","1971","Final consumption expenditure","2135100693.24614"
"Sri Lanka","1971","Household consumption expenditure (including Non-profit institutions serving households)","1835148644.17332"
"Sri Lanka","1971","General government final consumption expenditure","299952049.072821"
"Sri Lanka","1971","Gross capital formation","430797581.796893"
"Sri Lanka","1971","Gross fixed capital formation (including Acquisitions less disposals of valuables)","383172885.939947"
"Sri Lanka","1971","Changes in inventories","47624695.8569458"
"Sri Lanka","1971","Exports of goods and services","582650368.325927"
"Sri Lanka","1971","Imports of goods and services","629997029.256981"
"Sri Lanka","1971","Gross Domestic Product (GDP)","2517619396.43777"
"Sri Lanka","1970","Final consumption expenditure","2059752746.35134"
"Sri Lanka","1970","Household consumption expenditure (including Non-profit institutions serving households)","1777562627.35631"
"Sri Lanka","1970","General government final consumption expenditure","282190118.995037"
"Sri Lanka","1970","Gross capital formation","474000722.678962"
"Sri Lanka","1970","Gross fixed capital formation (including Acquisitions less disposals of valuables)","404689864.87665"
"Sri Lanka","1970","Changes in inventories","69310857.9703122"
"Sri Lanka","1970","Exports of goods and services","584305074.635197"
"Sri Lanka","1970","Imports of goods and services","656545207.496937"
"Sri Lanka","1970","Gross Domestic Product (GDP)","2459790824.29658"
"State of Palestine","1986","Final consumption expenditure","1830575536"
"State of Palestine","1986","Household consumption expenditure (including Non-profit institutions serving households)","1521441080"
"State of Palestine","1986","General government final consumption expenditure","309134456"
"State of Palestine","1986","Gross capital formation","683141949"
"State of Palestine","1986","Gross fixed capital formation (including Acquisitions less disposals of valuables)","649329564"
"State of Palestine","1986","Changes in inventories","33812385"
"State of Palestine","1986","Exports of goods and services","231994740"
"State of Palestine","1986","Imports of goods and services","1095109286"
"State of Palestine","1986","Gross Domestic Product (GDP)","1612806022"
"State of Palestine","1985","Final consumption expenditure","1185436192"
"State of Palestine","1985","Household consumption expenditure (including Non-profit institutions serving households)","979907751"
"State of Palestine","1985","General government final consumption expenditure","205528441"
"State of Palestine","1985","Gross capital formation","402819616"
"State of Palestine","1985","Gross fixed capital formation (including Acquisitions less disposals of valuables)","382891104"
"State of Palestine","1985","Changes in inventories","19928512"
"State of Palestine","1985","Exports of goods and services","145215844"
"State of Palestine","1985","Imports of goods and services","708564800"
"State of Palestine","1985","Gross Domestic Product (GDP)","1004702951"
"State of Palestine","1984","Final consumption expenditure","1261917296"
"State of Palestine","1984","Household consumption expenditure (including Non-profit institutions serving households)","1044035759"
"State of Palestine","1984","General government final consumption expenditure","217881537"
"State of Palestine","1984","Gross capital formation","401497443"
"State of Palestine","1984","Gross fixed capital formation (including Acquisitions less disposals of valuables)","381628155"
"State of Palestine","1984","Changes in inventories","19869288"
"State of Palestine","1984","Exports of goods and services","160041231"
"State of Palestine","1984","Imports of goods and services","742565471"
"State of Palestine","1984","Gross Domestic Product (GDP)","1076050329"
"State of Palestine","1983","Final consumption expenditure","1299390458"
"State of Palestine","1983","Household consumption expenditure (including Non-profit institutions serving households)","1073964335"
"State of Palestine","1983","General government final consumption expenditure","225426123"
"State of Palestine","1983","Gross capital formation","442545498"
"State of Palestine","1983","Gross fixed capital formation (including Acquisitions less disposals of valuables)","420512315"
"State of Palestine","1983","Changes in inventories","22033183"
"State of Palestine","1983","Exports of goods and services","184242259"
"State of Palestine","1983","Imports of goods and services","830469791"
"State of Palestine","1983","Gross Domestic Product (GDP)","1093711709"
"State of Palestine","1982","Final consumption expenditure","1187391542"
"State of Palestine","1982","Household consumption expenditure (including Non-profit institutions serving households)","983826123"
"State of Palestine","1982","General government final consumption expenditure","203565419"
"State of Palestine","1982","Gross capital formation","440070250"
"State of Palestine","1982","Gross fixed capital formation (including Acquisitions less disposals of valuables)","418227287"
"State of Palestine","1982","Changes in inventories","21842963"
"State of Palestine","1982","Exports of goods and services","178371833"
"State of Palestine","1982","Imports of goods and services","759240823"
"State of Palestine","1982","Gross Domestic Product (GDP)","1054084858"
"State of Palestine","1981","Final consumption expenditure","1182586234"
"State of Palestine","1981","Household consumption expenditure (including Non-profit institutions serving households)","974507411"
"State of Palestine","1981","General government final consumption expenditure","208078823"
"State of Palestine","1981","Gross capital formation","390914332"
"State of Palestine","1981","Gross fixed capital formation (including Acquisitions less disposals of valuables)","371534483"
"State of Palestine","1981","Changes in inventories","19379849"
"State of Palestine","1981","Exports of goods and services","188845715"
"State of Palestine","1981","Imports of goods and services","792914073"
"State of Palestine","1981","Gross Domestic Product (GDP)","991661360"
"State of Palestine","1980","Final consumption expenditure","1163866131"
"State of Palestine","1980","Household consumption expenditure (including Non-profit institutions serving households)","955290926"
"State of Palestine","1980","General government final consumption expenditure","208575205"
"State of Palestine","1980","Gross capital formation","495602250"
"State of Palestine","1980","Gross fixed capital formation (including Acquisitions less disposals of valuables)","471024467"
"State of Palestine","1980","Changes in inventories","24577783"
"State of Palestine","1980","Exports of goods and services","166222731"
"State of Palestine","1980","Imports of goods and services","726115162"
"State of Palestine","1980","Gross Domestic Product (GDP)","1073980249"
"State of Palestine","1979","Final consumption expenditure","1052245403"
"State of Palestine","1979","Household consumption expenditure (including Non-profit institutions serving households)","860145092"
"State of Palestine","1979","General government final consumption expenditure","192100311"
"State of Palestine","1979","Gross capital formation","341437893"
"State of Palestine","1979","Gross fixed capital formation (including Acquisitions less disposals of valuables)","324497250"
"State of Palestine","1979","Changes in inventories","16940643"
"State of Palestine","1979","Exports of goods and services","137922154"
"State of Palestine","1979","Imports of goods and services","662228278"
"State of Palestine","1979","Gross Domestic Product (GDP)","846107296"
"State of Palestine","1978","Final consumption expenditure","853086626"
"State of Palestine","1978","Household consumption expenditure (including Non-profit institutions serving households)","694787887"
"State of Palestine","1978","General government final consumption expenditure","158298739"
"State of Palestine","1978","Gross capital formation","298791181"
"State of Palestine","1978","Gross fixed capital formation (including Acquisitions less disposals of valuables)","283958853"
"State of Palestine","1978","Changes in inventories","14832328"
"State of Palestine","1978","Exports of goods and services","124351619"
"State of Palestine","1978","Imports of goods and services","539295438"
"State of Palestine","1978","Gross Domestic Product (GDP)","728337644"
"State of Palestine","1977","Final consumption expenditure","909863420"
"State of Palestine","1977","Household consumption expenditure (including Non-profit institutions serving households)","741548823"
"State of Palestine","1977","General government final consumption expenditure","168314597"
"State of Palestine","1977","Gross capital formation","257099140"
"State of Palestine","1977","Gross fixed capital formation (including Acquisitions less disposals of valuables)","244343972"
"State of Palestine","1977","Changes in inventories","12755168"
"State of Palestine","1977","Exports of goods and services","119929100"
"State of Palestine","1977","Imports of goods and services","580801835"
"State of Palestine","1977","Gross Domestic Product (GDP)","700446989"
"State of Palestine","1976","Final consumption expenditure","838790448"
"State of Palestine","1976","Household consumption expenditure (including Non-profit institutions serving households)","677848712"
"State of Palestine","1976","General government final consumption expenditure","160941736"
"State of Palestine","1976","Gross capital formation","245812802"
"State of Palestine","1976","Gross fixed capital formation (including Acquisitions less disposals of valuables)","233618716"
"State of Palestine","1976","Changes in inventories","12194086"
"State of Palestine","1976","Exports of goods and services","111894302"
"State of Palestine","1976","Imports of goods and services","508683964"
"State of Palestine","1976","Gross Domestic Product (GDP)","680264614"
"State of Palestine","1975","Final consumption expenditure","777266105"
"State of Palestine","1975","Household consumption expenditure (including Non-profit institutions serving households)","623672096"
"State of Palestine","1975","General government final consumption expenditure","153594010"
"State of Palestine","1975","Gross capital formation","193940470"
"State of Palestine","1975","Gross fixed capital formation (including Acquisitions less disposals of valuables)","184318403"
"State of Palestine","1975","Changes in inventories","9622067"
"State of Palestine","1975","Exports of goods and services","95410923"
"State of Palestine","1975","Imports of goods and services","476202821"
"State of Palestine","1975","Gross Domestic Product (GDP)","578942448"
"State of Palestine","1974","Final consumption expenditure","735465867"
"State of Palestine","1974","Household consumption expenditure (including Non-profit institutions serving households)","577603415"
"State of Palestine","1974","General government final consumption expenditure","157862452"
"State of Palestine","1974","Gross capital formation","231609241"
"State of Palestine","1974","Gross fixed capital formation (including Acquisitions less disposals of valuables)","220117287"
"State of Palestine","1974","Changes in inventories","11491954"
"State of Palestine","1974","Exports of goods and services","76442965"
"State of Palestine","1974","Imports of goods and services","419110233"
"State of Palestine","1974","Gross Domestic Product (GDP)","576733002"
"State of Palestine","1973","Final consumption expenditure","533678924"
"State of Palestine","1973","Household consumption expenditure (including Non-profit institutions serving households)","412860629"
"State of Palestine","1973","General government final consumption expenditure","120818295"
"State of Palestine","1973","Gross capital formation","112118058"
"State of Palestine","1973","Gross fixed capital formation (including Acquisitions less disposals of valuables)","106554949"
"State of Palestine","1973","Changes in inventories","5563109"
"State of Palestine","1973","Exports of goods and services","49146665"
"State of Palestine","1973","Imports of goods and services","297625518"
"State of Palestine","1973","Gross Domestic Product (GDP)","368223892"
"State of Palestine","1972","Final consumption expenditure","397309868"
"State of Palestine","1972","Household consumption expenditure (including Non-profit institutions serving households)","305918769"
"State of Palestine","1972","General government final consumption expenditure","91391099"
"State of Palestine","1972","Gross capital formation","89178949"
"State of Palestine","1972","Gross fixed capital formation (including Acquisitions less disposals of valuables)","84754447"
"State of Palestine","1972","Changes in inventories","4424502"
"State of Palestine","1972","Exports of goods and services","39262748"
"State of Palestine","1972","Imports of goods and services","210793548"
"State of Palestine","1972","Gross Domestic Product (GDP)","295349517"
"State of Palestine","1971","Final consumption expenditure","273076115"
"State of Palestine","1971","Household consumption expenditure (including Non-profit institutions serving households)","203746238"
"State of Palestine","1971","General government final consumption expenditure","69329877"
"State of Palestine","1971","Gross capital formation","39920474"
"State of Palestine","1971","Gross fixed capital formation (including Acquisitions less disposals of valuables)","37939855"
"State of Palestine","1971","Changes in inventories","1980619"
"State of Palestine","1971","Exports of goods and services","26398524"
"State of Palestine","1971","Imports of goods and services","127377354"
"State of Palestine","1971","Gross Domestic Product (GDP)","203508476"
"State of Palestine","1970","Final consumption expenditure","249961451"
"State of Palestine","1970","Household consumption expenditure (including Non-profit institutions serving households)","184288492"
"State of Palestine","1970","General government final consumption expenditure","65672958"
"State of Palestine","1970","Gross capital formation","28310267"
"State of Palestine","1970","Gross fixed capital formation (including Acquisitions less disposals of valuables)","26905639"
"State of Palestine","1970","Changes in inventories","1404628"
"State of Palestine","1970","Exports of goods and services","18365589"
"State of Palestine","1970","Imports of goods and services","103285364"
"State of Palestine","1970","Gross Domestic Product (GDP)","177351765"
"Suriname","1986","Final consumption expenditure","954103641.456583"
"Suriname","1986","Household consumption expenditure (including Non-profit institutions serving households)","504863865.546219"
"Suriname","1986","General government final consumption expenditure","449239775.910364"
"Suriname","1986","Gross capital formation","267995518.207283"
"Suriname","1986","Gross fixed capital formation (including Acquisitions less disposals of valuables)","233400000"
"Suriname","1986","Changes in inventories","34595518.2072829"
"Suriname","1986","Exports of goods and services","398020168.067227"
"Suriname","1986","Imports of goods and services","399321568.627451"
"Suriname","1986","Gross Domestic Product (GDP)","1220797759.10364"
"Suriname","1985","Final consumption expenditure","1061480112.04482"
"Suriname","1985","Household consumption expenditure (including Non-profit institutions serving households)","658329971.988796"
"Suriname","1985","General government final consumption expenditure","403150140.056022"
"Suriname","1985","Gross capital formation","172771988.795518"
"Suriname","1985","Gross fixed capital formation (including Acquisitions less disposals of valuables)","213875630.252101"
"Suriname","1985","Changes in inventories","-41103641.4565826"
"Suriname","1985","Exports of goods and services","439602801.120448"
"Suriname","1985","Imports of goods and services","477418487.394958"
"Suriname","1985","Gross Domestic Product (GDP)","1196436974.78992"
"Suriname","1984","Final consumption expenditure","1108495798.31933"
"Suriname","1984","Household consumption expenditure (including Non-profit institutions serving households)","766787675.070028"
"Suriname","1984","General government final consumption expenditure","341708123.2493"
"Suriname","1984","Gross capital formation","139683473.389356"
"Suriname","1984","Gross fixed capital formation (including Acquisitions less disposals of valuables)","215108683.473389"
"Suriname","1984","Changes in inventories","-75425210.0840336"
"Suriname","1984","Exports of goods and services","513383753.501401"
"Suriname","1984","Imports of goods and services","577574229.691877"
"Suriname","1984","Gross Domestic Product (GDP)","1183989355.7423"
"Suriname","1983","Final consumption expenditure","1199677310.92437"
"Suriname","1983","Household consumption expenditure (including Non-profit institutions serving households)","900169187.67507"
"Suriname","1983","General government final consumption expenditure","299508123.2493"
"Suriname","1983","Gross capital formation","188802801.120448"
"Suriname","1983","Gross fixed capital formation (including Acquisitions less disposals of valuables)","244977591.036415"
"Suriname","1983","Changes in inventories","-56174789.9159664"
"Suriname","1983","Exports of goods and services","531263865.546219"
"Suriname","1983","Imports of goods and services","709105882.352941"
"Suriname","1983","Gross Domestic Product (GDP)","1210638095.2381"
"Suriname","1982","Final consumption expenditure","1099110364.14566"
"Suriname","1982","Household consumption expenditure (including Non-profit institutions serving households)","742810644.257703"
"Suriname","1982","General government final consumption expenditure","356299719.887955"
"Suriname","1982","Gross capital formation","347531092.436975"
"Suriname","1982","Gross fixed capital formation (including Acquisitions less disposals of valuables)","353559663.865546"
"Suriname","1982","Changes in inventories","-6028571.42857143"
"Suriname","1982","Exports of goods and services","623062184.87395"
"Suriname","1982","Imports of goods and services","815769747.89916"
"Suriname","1982","Gross Domestic Product (GDP)","1253933893.55742"
"Suriname","1981","Final consumption expenditure","1007997198.87955"
"Suriname","1981","Household consumption expenditure (including Non-profit institutions serving households)","712941736.694678"
"Suriname","1981","General government final consumption expenditure","295055462.184874"
"Suriname","1981","Gross capital formation","380208403.361345"
"Suriname","1981","Gross fixed capital formation (including Acquisitions less disposals of valuables)","329787675.070028"
"Suriname","1981","Changes in inventories","50420168.0672269"
"Suriname","1981","Exports of goods and services","691773669.467787"
"Suriname","1981","Imports of goods and services","861873949.579832"
"Suriname","1981","Gross Domestic Product (GDP)","1218105322.12885"
"Suriname","1980","Final consumption expenditure","859202240.896359"
"Suriname","1980","Household consumption expenditure (including Non-profit institutions serving households)","627290756.302521"
"Suriname","1980","General government final consumption expenditure","231911484.593838"
"Suriname","1980","Gross capital formation","288136134.453782"
"Suriname","1980","Gross fixed capital formation (including Acquisitions less disposals of valuables)","234427450.980392"
"Suriname","1980","Changes in inventories","53708683.4733894"
"Suriname","1980","Exports of goods and services","749592717.086835"
"Suriname","1980","Imports of goods and services","807822969.187675"
"Suriname","1980","Gross Domestic Product (GDP)","1089108683.47339"
"Suriname","1979","Final consumption expenditure","830977591.036415"
"Suriname","1979","Household consumption expenditure (including Non-profit institutions serving households)","596207843.137255"
"Suriname","1979","General government final consumption expenditure","234770308.123249"
"Suriname","1979","Gross capital formation","244771988.795518"
"Suriname","1979","Gross fixed capital formation (including Acquisitions less disposals of valuables)","233673949.579832"
"Suriname","1979","Changes in inventories","11098039.2156863"
"Suriname","1979","Exports of goods and services","628200000"
"Suriname","1979","Imports of goods and services","631625210.084034"
"Suriname","1979","Gross Domestic Product (GDP)","1072324369.7479"
"Suriname","1978","Final consumption expenditure","703967507.002801"
"Suriname","1978","Household consumption expenditure (including Non-profit institutions serving households)","474403921.568627"
"Suriname","1978","General government final consumption expenditure","229563585.434174"
"Suriname","1978","Gross capital formation","326979271.708683"
"Suriname","1978","Gross fixed capital formation (including Acquisitions less disposals of valuables)","267242016.806723"
"Suriname","1978","Changes in inventories","59737254.9019608"
"Suriname","1978","Exports of goods and services","557638655.462185"
"Suriname","1978","Imports of goods and services","580931092.436975"
"Suriname","1978","Gross Domestic Product (GDP)","1007723249.29972"
"Suriname","1977","Final consumption expenditure","610593837.535014"
"Suriname","1977","Household consumption expenditure (including Non-profit institutions serving households)","417407282.913165"
"Suriname","1977","General government final consumption expenditure","193187114.845938"
"Suriname","1977","Gross capital formation","328006722.689076"
"Suriname","1977","Gross fixed capital formation (including Acquisitions less disposals of valuables)","258404481.792717"
"Suriname","1977","Changes in inventories","69602240.8963586"
"Suriname","1977","Exports of goods and services","484337254.901961"
"Suriname","1977","Imports of goods and services","544622969.187675"
"Suriname","1977","Gross Domestic Product (GDP)","878726610.644258"
"Suriname","1976","Final consumption expenditure","427751260.504202"
"Suriname","1976","Household consumption expenditure (including Non-profit institutions serving households)","252239215.686275"
"Suriname","1976","General government final consumption expenditure","175512605.042017"
"Suriname","1976","Gross capital formation","266351260.504202"
"Suriname","1976","Gross fixed capital formation (including Acquisitions less disposals of valuables)","216547338.935574"
"Suriname","1976","Changes in inventories","49803921.5686275"
"Suriname","1976","Exports of goods and services","423366946.778712"
"Suriname","1976","Imports of goods and services","424737254.901961"
"Suriname","1976","Gross Domestic Product (GDP)","692938375.35014"
"Suriname","1975","Final consumption expenditure","470293557.422969"
"Suriname","1975","Household consumption expenditure (including Non-profit institutions serving households)","336775350.140056"
"Suriname","1975","General government final consumption expenditure","133518207.282913"
"Suriname","1975","Gross capital formation","206134453.781513"
"Suriname","1975","Gross fixed capital formation (including Acquisitions less disposals of valuables)","172635294.117647"
"Suriname","1975","Changes in inventories","33499159.6638655"
"Suriname","1975","Exports of goods and services","395964705.882353"
"Suriname","1975","Imports of goods and services","434328291.316527"
"Suriname","1975","Gross Domestic Product (GDP)","637653781.512605"
"Suriname","1974","Final consumption expenditure","388429131.652661"
"Suriname","1974","Household consumption expenditure (including Non-profit institutions serving households)","297315966.386555"
"Suriname","1974","General government final consumption expenditure","91113165.2661064"
"Suriname","1974","Gross capital formation","167839775.910364"
"Suriname","1974","Gross fixed capital formation (including Acquisitions less disposals of valuables)","167839775.910364"
"Suriname","1974","Exports of goods and services","371987675.070028"
"Suriname","1974","Imports of goods and services","367192156.862745"
"Suriname","1974","Gross Domestic Product (GDP)","561749019.607843"
"Suriname","1973","Final consumption expenditure","343900280.112045"
"Suriname","1973","Household consumption expenditure (including Non-profit institutions serving households)","264433053.221289"
"Suriname","1973","General government final consumption expenditure","79467226.8907563"
"Suriname","1973","Gross capital formation","106869467.787115"
"Suriname","1973","Gross fixed capital formation (including Acquisitions less disposals of valuables)","106869467.787115"
"Suriname","1973","Exports of goods and services","252787114.845938"
"Suriname","1973","Imports of goods and services","239085714.285714"
"Suriname","1973","Gross Domestic Product (GDP)","465155742.296919"
"Suriname","1972","Final consumption expenditure","309647058.823529"
"Suriname","1972","Household consumption expenditure (including Non-profit institutions serving households)","216478991.596639"
"Suriname","1972","General government final consumption expenditure","93168067.2268908"
"Suriname","1972","Gross capital formation","92482913.1652661"
"Suriname","1972","Gross fixed capital formation (including Acquisitions less disposals of valuables)","92482913.1652661"
"Suriname","1972","Exports of goods and services","240456022.408964"
"Suriname","1972","Imports of goods and services","217164145.658263"
"Suriname","1972","Gross Domestic Product (GDP)","424052100.840336"
"Suriname","1971","Final consumption expenditure","290910410.12255"
"Suriname","1971","Household consumption expenditure (including Non-profit institutions serving households)","200728575.852763"
"Suriname","1971","General government final consumption expenditure","90181303.3668097"
"Suriname","1971","Gross capital formation","68680794.5847896"
"Suriname","1971","Gross fixed capital formation (including Acquisitions less disposals of valuables)","68680794.5847896"
"Suriname","1971","Exports of goods and services","229902225.368314"
"Suriname","1971","Imports of goods and services","217851789.585453"
"Suriname","1971","Gross Domestic Product (GDP)","389074901.56174"
"Suriname","1970","Final consumption expenditure","273852519.893899"
"Suriname","1970","Household consumption expenditure (including Non-profit institutions serving households)","190445092.838196"
"Suriname","1970","General government final consumption expenditure","83407427.0557029"
"Suriname","1970","Gross capital formation","65503448.2758621"
"Suriname","1970","Gross fixed capital formation (including Acquisitions less disposals of valuables)","65503448.2758621"
"Suriname","1970","Exports of goods and services","202102917.771883"
"Suriname","1970","Imports of goods and services","188400530.503979"
"Suriname","1970","Gross Domestic Product (GDP)","356362334.217507"
"Swaziland","1986","Final consumption expenditure","503291755.60331"
"Swaziland","1986","Household consumption expenditure (including Non-profit institutions serving households)","404255928.955498"
"Swaziland","1986","General government final consumption expenditure","99035826.6478111"
"Swaziland","1986","Gross capital formation","89626766.6702241"
"Swaziland","1986","Gross fixed capital formation (including Acquisitions less disposals of valuables)","89626766.6702241"
"Swaziland","1986","Exports of goods and services","381570204.393401"
"Swaziland","1986","Imports of goods and services","415399057.243051"
"Swaziland","1986","Gross Domestic Product (GDP)","559089669.423884"
"Swaziland","1985","Final consumption expenditure","427449217.359208"
"Swaziland","1985","Household consumption expenditure (including Non-profit institutions serving households)","345169898.773009"
"Swaziland","1985","General government final consumption expenditure","82279318.5861991"
"Swaziland","1985","Gross capital formation","94650457.247328"
"Swaziland","1985","Gross fixed capital formation (including Acquisitions less disposals of valuables)","94650457.247328"
"Swaziland","1985","Exports of goods and services","280847340.58701"
"Swaziland","1985","Imports of goods and services","364656181.771312"
"Swaziland","1985","Gross Domestic Product (GDP)","438290833.422234"
"Swaziland","1984","Final consumption expenditure","510814890.166564"
"Swaziland","1984","Household consumption expenditure (including Non-profit institutions serving households)","405343207.702507"
"Swaziland","1984","General government final consumption expenditure","105471682.464057"
"Swaziland","1984","Gross capital formation","165392612.604305"
"Swaziland","1984","Gross fixed capital formation (including Acquisitions less disposals of valuables)","165392612.604305"
"Swaziland","1984","Exports of goods and services","363999315.444721"
"Swaziland","1984","Imports of goods and services","487230368.606454"
"Swaziland","1984","Gross Domestic Product (GDP)","552976449.609137"
"Swaziland","1983","Final consumption expenditure","631193585.098105"
"Swaziland","1983","Household consumption expenditure (including Non-profit institutions serving households)","512263506.981479"
"Swaziland","1983","General government final consumption expenditure","118930078.116626"
"Swaziland","1983","Gross capital formation","166412350.813754"
"Swaziland","1983","Gross fixed capital formation (including Acquisitions less disposals of valuables)","166412350.813754"
"Swaziland","1983","Exports of goods and services","425814558.93228"
"Swaziland","1983","Imports of goods and services","576878197.777775"
"Swaziland","1983","Gross Domestic Product (GDP)","646542297.066363"
"Swaziland","1982","Final consumption expenditure","627125960.271146"
"Swaziland","1982","Household consumption expenditure (including Non-profit institutions serving households)","497269684.737191"
"Swaziland","1982","General government final consumption expenditure","129856275.533955"
"Swaziland","1982","Gross capital formation","162274296.092786"
"Swaziland","1982","Gross fixed capital formation (including Acquisitions less disposals of valuables)","162274296.092786"
"Swaziland","1982","Exports of goods and services","421802653.862066"
"Swaziland","1982","Imports of goods and services","582787596.864444"
"Swaziland","1982","Gross Domestic Product (GDP)","628415313.361554"
"Swaziland","1981","Final consumption expenditure","639146554.886525"
"Swaziland","1981","Household consumption expenditure (including Non-profit institutions serving households)","486484089.529128"
"Swaziland","1981","General government final consumption expenditure","152662465.357397"
"Swaziland","1981","Gross capital formation","211650876.859471"
"Swaziland","1981","Gross fixed capital formation (including Acquisitions less disposals of valuables)","211650876.859471"
"Swaziland","1981","Exports of goods and services","510814542.156254"
"Swaziland","1981","Imports of goods and services","658342619.665308"
"Swaziland","1981","Gross Domestic Product (GDP)","703269354.236941"
"Swaziland","1980","Final consumption expenditure","638173759.293263"
"Swaziland","1980","Household consumption expenditure (including Non-profit institutions serving households)","505403692.908229"
"Swaziland","1980","General government final consumption expenditure","132770066.385033"
"Swaziland","1980","Gross capital formation","220341812.298566"
"Swaziland","1980","Gross fixed capital formation (including Acquisitions less disposals of valuables)","220341812.298566"
"Swaziland","1980","Exports of goods and services","464566828.028095"
"Swaziland","1980","Imports of goods and services","659099372.102878"
"Swaziland","1980","Gross Domestic Product (GDP)","663983027.517046"
"Swaziland","1979","Final consumption expenditure","451500918.27476"
"Swaziland","1979","Household consumption expenditure (including Non-profit institutions serving households)","345140919.246249"
"Swaziland","1979","General government final consumption expenditure","106359999.028511"
"Swaziland","1979","Gross capital formation","219724094.64981"
"Swaziland","1979","Gross fixed capital formation (including Acquisitions less disposals of valuables)","254991147.43516"
"Swaziland","1979","Changes in inventories","-35267053.973284"
"Swaziland","1979","Exports of goods and services","297717819.358751"
"Swaziland","1979","Imports of goods and services","496173809.911477"
"Swaziland","1979","Gross Domestic Product (GDP)","468942064.207556"
"Swaziland","1978","Final consumption expenditure","302042673.187354"
"Swaziland","1978","Household consumption expenditure (including Non-profit institutions serving households)","205539992.02127"
"Swaziland","1978","General government final consumption expenditure","96502682.3160846"
"Swaziland","1978","Gross capital formation","203803099.87278"
"Swaziland","1978","Gross fixed capital formation (including Acquisitions less disposals of valuables)","251712728.881119"
"Swaziland","1978","Changes in inventories","-47909627.8583395"
"Swaziland","1978","Exports of goods and services","246207770.885906"
"Swaziland","1978","Imports of goods and services","358223939.388501"
"Swaziland","1978","Gross Domestic Product (GDP)","387092045.513398"
"Swaziland","1977","Final consumption expenditure","271466834.313942"
"Swaziland","1977","Household consumption expenditure (including Non-profit institutions serving households)","196959065.778731"
"Swaziland","1977","General government final consumption expenditure","74507768.5352106"
"Swaziland","1977","Gross capital formation","102116986.911203"
"Swaziland","1977","Gross fixed capital formation (including Acquisitions less disposals of valuables)","118299770.797131"
"Swaziland","1977","Changes in inventories","-16182783.885928"
"Swaziland","1977","Exports of goods and services","228244114.251527"
"Swaziland","1977","Imports of goods and services","253282606.529754"
"Swaziland","1977","Gross Domestic Product (GDP)","345524234.099544"
"Swaziland","1976","Final consumption expenditure","220684248.858101"
